meter_x,variation,seed_word,prompt,response,line_txt,txt,meter_y,stress,score,num_viols,ambig
in iambic pentameter,,dog,write a line in iambic pentameter including the word dog ,My faithful dog lies sleeping at my feet.,My faithful dog lies sleeping at my feet.,my FAIT hful DOG lies SLEE ping AT my FEET,-+-+-+-+-+,-+-+++-+-+,1.0,1,1
in iambic pentameter,,dog,write a line in iambic pentameter including the word dog ,My faithful dog lies sleeping at my feet.,My faithful dog lies sleeping at my feet.,my FAIT hful DOG lies SLEE ping AT my FEET,-+-+-+-+-+,-+-+++-+-+,1.0,1,1
in iambic pentameter,,giraffe,write a line in iambic pentameter including the word giraffe ,"A graceful giraffe, neck high above the trees.","A graceful giraffe, neck high above the trees.",a GRA ceful.gi RAFFE neck HIGH a BOVE the TREES,-+--+-+-+-+,-+--+++-+-+,2.0,2,7
in iambic pentameter,,giraffe,write a line in iambic pentameter including the word giraffe ,"A graceful giraffe, neck high above the trees.","A graceful giraffe, neck high above the trees.",a GRA ceful.gi RAFFE neck HIGH a BOVE the TREES,-+--+-+-+-+,-+--+++-+-+,2.0,2,7
in iambic pentameter,,gazelle,write a line in iambic pentameter including the word gazelle ,"Across the plain, a graceful gazelle leaps.","Across the plain, a graceful gazelle leaps.",a CROSS the PLAIN a GRA ceful.ga ZELLE leaps,-+-+-+--+-,-+-+-+--++,2.0,2,6
in iambic pentameter,,gazelle,write a line in iambic pentameter including the word gazelle ,"Across the plain, a graceful gazelle leaps.","Across the plain, a graceful gazelle leaps.",a CROSS the PLAIN a GRA ceful.ga ZELLE leaps,-+-+-+--+-,-+-+-+--++,2.0,2,6
in iambic pentameter,,gazelle,write a line in iambic pentameter including the word gazelle ,"Across the plain, a graceful gazelle leaps.","Across the plain, a graceful gazelle leaps.",a CROSS the PLAIN a GRA ceful.ga ZELLE leaps,-+-+-+--+-,-+-+-+--++,2.0,2,6
in iambic pentameter,,gazelle,write a line in iambic pentameter including the word gazelle ,"Across the plain, a graceful gazelle leaps.","Across the plain, a graceful gazelle leaps.",a CROSS the PLAIN a GRA ceful.ga ZELLE leaps,-+-+-+--+-,-+-+-+--++,2.0,2,6
in iambic pentameter,,baboon,write a line in iambic pentameter including the word baboon ,A chattering baboon swung from the highest vine.,A chattering baboon swung from the highest vine.,a CHAT te RING ba BOON.SWUNG from.the HIG hest VINE,-+-+-++--+-+,-+---++--+-+,2.0,2,4
in iambic pentameter,,baboon,write a line in iambic pentameter including the word baboon ,A chattering baboon swung from the highest vine.,A chattering baboon swung from the highest vine.,a CHAT te RING ba BOON.SWUNG from.the HIG hest VINE,-+-+-++--+-+,-+---++--+-+,2.0,2,4
in iambic pentameter,,raccoon,write a line in iambic pentameter including the word raccoon ,A masked raccoon crept through the moonlit night.,A masked raccoon crept through the moonlit night.,a MASKED rac COON.CREPT through.the MOON lit NIGHT,-+-++--+-+,-+-++--+++,2.0,2,3
in iambic pentameter,,raccoon,write a line in iambic pentameter including the word raccoon ,A masked raccoon crept through the moonlit night.,A masked raccoon crept through the moonlit night.,a MASKED rac COON.CREPT through.the MOON lit NIGHT,-+-++--+-+,-+-++--+++,2.0,2,3
in iambic pentameter,,macaw,write a line in iambic pentameter including the word macaw ,A brilliant macaw flashed across the sun.,A brilliant macaw flashed across the sun.,a BRIL liant.ma CAW.FLASHED a CROSS the SUN,-+--++-+-+,-+--++-+-+,2.0,2,5
in iambic pentameter,,macaw,write a line in iambic pentameter including the word macaw ,A brilliant macaw flashed across the sun.,A brilliant macaw flashed across the sun.,a BRIL liant.ma CAW.FLASHED a CROSS the SUN,-+--++-+-+,-+--++-+-+,2.0,2,5
in iambic pentameter,,alpaca,write a line in iambic pentameter including the word alpaca ,Upon the hillside grazed a fluffy alpaca.,Upon the hillside grazed a fluffy alpaca.,u PON the HILL side GRAZED a FLUF fy.al PA ca,-+-+-+-+--+-,-+-+++-+--+-,2.0,2,2
in iambic pentameter,,alpaca,write a line in iambic pentameter including the word alpaca ,Upon the hillside grazed a fluffy alpaca.,Upon the hillside grazed a fluffy alpaca.,u PON the HILL side GRAZED a FLUF fy.al PA ca,-+-+-+-+--+-,-+-+++-+--+-,2.0,2,2
in iambic pentameter,,hyena,write a line in iambic pentameter including the word hyena ,The laughing hyena howled beneath the moon.,The laughing hyena howled beneath the moon.,the LAUG hing.hye N a HOWLED be NEATH the MOON,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,,hyena,write a line in iambic pentameter including the word hyena ,The laughing hyena howled beneath the moon.,The laughing hyena howled beneath the moon.,the LAUG hing.hye N a HOWLED be NEATH the MOON,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,,hyena,write a line in iambic pentameter including the word hyena ,The laughing hyena howled beneath the moon.,The laughing hyena howled beneath the moon.,the LAUG hing.hye N a HOWLED be NEATH the MOON,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,,hyena,write a line in iambic pentameter including the word hyena ,The laughing hyena howled beneath the moon.,The laughing hyena howled beneath the moon.,the LAUG hing.hye N a HOWLED be NEATH the MOON,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,,chinchilla,write a line in iambic pentameter including the word chinchilla ,A soft chinchilla brushed my hand so light.,A soft chinchilla brushed my hand so light.,a SOFT chinc HIL la BRUSHED my HAND so LIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,chinchilla,write a line in iambic pentameter including the word chinchilla ,A soft chinchilla brushed my hand so light.,A soft chinchilla brushed my hand so light.,a SOFT chinc HIL la BRUSHED my HAND so LIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,coyote,write a line in iambic pentameter including the word coyote ,"Across the plains, a lone coyote cries.","Across the plains, a lone coyote cries.",a CROSS the PLAINS a LONE coy O te CRIES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,coyote,write a line in iambic pentameter including the word coyote ,"Across the plains, a lone coyote cries.","Across the plains, a lone coyote cries.",a CROSS the PLAINS a LONE coy O te CRIES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,gorilla,write a line in iambic pentameter including the word gorilla ,A mighty gorilla beats his chest in rage.,A mighty gorilla beats his chest in rage.,a MIGH ty.go RIL la BEATS his CHEST in RAGE,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,,gorilla,write a line in iambic pentameter including the word gorilla ,A mighty gorilla beats his chest in rage.,A mighty gorilla beats his chest in rage.,a MIGH ty.go RIL la BEATS his CHEST in RAGE,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,,kangaroo,write a line in iambic pentameter including the word kangaroo ,"Across the plains, a kangaroo did leap.","Across the plains, a kangaroo did leap.",a CROSS the PLAINS a KAN ga ROO did LEAP,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,kangaroo,write a line in iambic pentameter including the word kangaroo ,"Across the plains, a kangaroo did leap.","Across the plains, a kangaroo did leap.",a CROSS the PLAINS a KAN ga ROO did LEAP,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,kangaroo,write a line in iambic pentameter including the word kangaroo ,"Across the plains, a kangaroo did leap.","Across the plains, a kangaroo did leap.",a CROSS the PLAINS a KAN ga ROO did LEAP,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,kangaroo,write a line in iambic pentameter including the word kangaroo ,"Across the plains, a kangaroo did leap.","Across the plains, a kangaroo did leap.",a CROSS the PLAINS a KAN ga ROO did LEAP,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,platypus,write a line in iambic pentameter including the word platypus ,A strange platypus paddled in the stream.,A strange platypus paddled in the stream.,a STRANGE.PLA ty PUS.PAD dled IN the STREAM,-++-++-+-+,-++-++-+-+,2.0,2,6
in iambic pentameter,,platypus,write a line in iambic pentameter including the word platypus ,A strange platypus paddled in the stream.,A strange platypus paddled in the stream.,a STRANGE.PLA ty PUS.PAD dled IN the STREAM,-++-++-+-+,-++-++-+-+,2.0,2,6
in iambic pentameter,,porcupine,write a line in iambic pentameter including the word porcupine ,"A prickly porcupine, all quills and fright.","A prickly porcupine, all quills and fright.",a PRIC kly POR cu PINE all QUILLS and FRIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,porcupine,write a line in iambic pentameter including the word porcupine ,"A prickly porcupine, all quills and fright.","A prickly porcupine, all quills and fright.",a PRIC kly POR cu PINE all QUILLS and FRIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,pangolin,write a line in iambic pentameter including the word pangolin ,"The shy pangolin, a treasure of the night,","The shy pangolin, a treasure of the night,",the SHY.PAN go LIN a TREA sure OF the NIGHT,-++-+-+-+-+,-++-+-+---+,2.0,2,6
in iambic pentameter,,pangolin,write a line in iambic pentameter including the word pangolin ,"The shy pangolin, a treasure of the night,","The shy pangolin, a treasure of the night,",the SHY.PAN go LIN a TREA sure OF the NIGHT,-++-+-+-+-+,-++-+-+---+,2.0,2,6
in iambic pentameter,,ocelot,write a line in iambic pentameter including the word ocelot ,The sleek ocelot glides through the moonlit night.,The sleek ocelot glides through the moonlit night.,the SLEEK.O ce LOT.GLIDES through.the MOON lit NIGHT,-++-++--+-+,-++-++--+++,3.0,3,5
in iambic pentameter,,ocelot,write a line in iambic pentameter including the word ocelot ,The sleek ocelot glides through the moonlit night.,The sleek ocelot glides through the moonlit night.,the SLEEK.O ce LOT.GLIDES through.the MOON lit NIGHT,-++-++--+-+,-++-++--+++,3.0,3,5
in iambic pentameter,,lemur,write a line in iambic pentameter including the word lemur ,A gentle lemur leaped among the trees.,A gentle lemur leaped among the trees.,a GEN tle LE mur LEAPED a MONG the TREES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,lemur,write a line in iambic pentameter including the word lemur ,A gentle lemur leaped among the trees.,A gentle lemur leaped among the trees.,a GEN tle LE mur LEAPED a MONG the TREES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,lemming,write a line in iambic pentameter including the word lemming ,The frantic lemming leaps into the sea.,The frantic lemming leaps into the sea.,the FRAN tic LEM ming LEAPS in TO the SEA,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,lemming,write a line in iambic pentameter including the word lemming ,The frantic lemming leaps into the sea.,The frantic lemming leaps into the sea.,the FRAN tic LEM ming LEAPS in TO the SEA,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,otter,write a line in iambic pentameter including the word otter ,A sleek brown otter slides through reedy streams.,A sleek brown otter slides through reedy streams.,a SLEEK brown OT ter SLIDES through REE dy STREAMS,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,otter,write a line in iambic pentameter including the word otter ,A sleek brown otter slides through reedy streams.,A sleek brown otter slides through reedy streams.,a SLEEK brown OT ter SLIDES through REE dy STREAMS,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,parrot,write a line in iambic pentameter including the word parrot ,A scarlet parrot screeched upon the bough.,A scarlet parrot screeched upon the bough.,a SCAR let PAR rot SCREECHED u PON the BOUGH,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,parrot,write a line in iambic pentameter including the word parrot ,A scarlet parrot screeched upon the bough.,A scarlet parrot screeched upon the bough.,a SCAR let PAR rot SCREECHED u PON the BOUGH,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,squirrel,write a line in iambic pentameter including the word squirrel ,A furry squirrel leaps from branch to branch so high.,A furry squirrel leaps from branch to branch so high.,a FUR ry SQUIR rel LEAPS from BRANCH to BRANCH so HIGH,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
in iambic pentameter,,squirrel,write a line in iambic pentameter including the word squirrel ,A furry squirrel leaps from branch to branch so high.,A furry squirrel leaps from branch to branch so high.,a FUR ry SQUIR rel LEAPS from BRANCH to BRANCH so HIGH,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,bear,write a line in iambic pentameter including the word bear with rhythmic variation,"With heavy paws, the slumbering bear did tread.","With heavy paws, the slumbering bear did tread.",with HEA vy PAWS the SLUM be.ring BEAR did TREAD,-+-+-+--+-+,-+-+-+--+-+,1.0,1,3
in iambic pentameter,with rhythmic variation,bear,write a line in iambic pentameter including the word bear with rhythmic variation,"With heavy paws, the slumbering bear did tread.","With heavy paws, the slumbering bear did tread.",with HEA vy PAWS the SLUM be.ring BEAR did TREAD,-+-+-+--+-+,-+-+-+--+-+,1.0,1,3
in iambic pentameter,with rhythmic variation,whale,write a line in iambic pentameter including the word whale with rhythmic variation,A mighty whale did breach the ocean's swell.,A mighty whale did breach the ocean's swell.,a MIGH ty WHALE did BREACH the O cean's SWELL,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,whale,write a line in iambic pentameter including the word whale with rhythmic variation,A mighty whale did breach the ocean's swell.,A mighty whale did breach the ocean's swell.,a MIGH ty WHALE did BREACH the O cean's SWELL,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,whale,write a line in iambic pentameter including the word whale with rhythmic variation,A mighty whale did breach the ocean's swell.,A mighty whale did breach the ocean's swell.,a MIGH ty WHALE did BREACH the O cean's SWELL,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,whale,write a line in iambic pentameter including the word whale with rhythmic variation,A mighty whale did breach the ocean's swell.,A mighty whale did breach the ocean's swell.,a MIGH ty WHALE did BREACH the O cean's SWELL,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,sloth,write a line in iambic pentameter including the word sloth with rhythmic variation,"A heavy sloth, slow-moving, held its breath.","A heavy sloth, slow-moving, held its breath.",a HEA vy SLOTH slow MO ving HELD its BREATH,-+-+-+-+-+,-+-+++-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,sloth,write a line in iambic pentameter including the word sloth with rhythmic variation,"A heavy sloth, slow-moving, held its breath.","A heavy sloth, slow-moving, held its breath.",a HEA vy SLOTH slow MO ving HELD its BREATH,-+-+-+-+-+,-+-+++-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,cat,write a line in iambic pentameter including the word cat with rhythmic variation,"The sleek black cat, a shadow in the night,","The sleek black cat, a shadow in the night,",the SLEEK black CAT a SHA dow IN the NIGHT,-+-+-+-+-+,-+++-+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,cat,write a line in iambic pentameter including the word cat with rhythmic variation,"The sleek black cat, a shadow in the night,","The sleek black cat, a shadow in the night,",the SLEEK black CAT a SHA dow IN the NIGHT,-+-+-+-+-+,-+++-+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,dog,write a line in iambic pentameter including the word dog with rhythmic variation,"My faithful dog, a shadow by my side.","My faithful dog, a shadow by my side.",my FAIT hful DOG a SHA.DOW by.my SIDE,-+-+-++--+,-+-+-++--+,0.0,0,1
in iambic pentameter,with rhythmic variation,dog,write a line in iambic pentameter including the word dog with rhythmic variation,"My faithful dog, a shadow by my side.","My faithful dog, a shadow by my side.",my FAIT hful DOG a SHA.DOW by.my SIDE,-+-+-++--+,-+-+-++--+,0.0,0,1
in iambic pentameter,with rhythmic variation,giraffe,write a line in iambic pentameter including the word giraffe with rhythmic variation,"A graceful giraffe, so tall and strangely fair,","A graceful giraffe, so tall and strangely fair,",a GRA ceful.gi RAFFE so TALL and STRAN gely FAIR,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,with rhythmic variation,giraffe,write a line in iambic pentameter including the word giraffe with rhythmic variation,"A graceful giraffe, so tall and strangely fair,","A graceful giraffe, so tall and strangely fair,",a GRA ceful.gi RAFFE so TALL and STRAN gely FAIR,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,with rhythmic variation,gazelle,write a line in iambic pentameter including the word gazelle with rhythmic variation,A swift gazelle across the desert flew.,A swift gazelle across the desert flew.,a SWIFT ga ZELLE a CROSS the DE sert FLEW,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,gazelle,write a line in iambic pentameter including the word gazelle with rhythmic variation,A swift gazelle across the desert flew.,A swift gazelle across the desert flew.,a SWIFT ga ZELLE a CROSS the DE sert FLEW,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,baboon,write a line in iambic pentameter including the word baboon with rhythmic variation,"A chattering baboon,  swiftly did he leap.","A chattering baboon,  swiftly did he leap.",a CHAT te RING ba BOON SWIF tly DID he LEAP,-+-+-++-+-+,-+---++-+-+,1.0,1,1
in iambic pentameter,with rhythmic variation,baboon,write a line in iambic pentameter including the word baboon with rhythmic variation,"A chattering baboon,  swiftly did he leap.","A chattering baboon,  swiftly did he leap.",a CHAT te RING ba BOON SWIF tly DID he LEAP,-+-+-++-+-+,-+---++-+-+,1.0,1,1
in iambic pentameter,with rhythmic variation,raccoon,write a line in iambic pentameter including the word raccoon with rhythmic variation,"A masked raccoon, swift, through the shadows flew.","A masked raccoon, swift, through the shadows flew.",a MASKED rac COON through.the SHA dows FLEW,-+-+--+-+,-+-+--+++,1.0,1,2
in iambic pentameter,with rhythmic variation,raccoon,write a line in iambic pentameter including the word raccoon with rhythmic variation,"A masked raccoon, swift, through the shadows flew.","A masked raccoon, swift, through the shadows flew.",a MASKED rac COON through.the SHA dows FLEW,-+-+--+-+,-+-+--+++,1.0,1,2
in iambic pentameter,with rhythmic variation,macaw,write a line in iambic pentameter including the word macaw with rhythmic variation,"A brilliant macaw, a flash of feathered fire.","A brilliant macaw, a flash of feathered fire.",a BRIL liant.ma CAW a FLASH of FEAT hered FI re,-+--+-+-+-+-,-+--+-+-+-+-,1.0,1,8
in iambic pentameter,with rhythmic variation,macaw,write a line in iambic pentameter including the word macaw with rhythmic variation,"A brilliant macaw, a flash of feathered fire.","A brilliant macaw, a flash of feathered fire.",a BRIL liant.ma CAW a FLASH of FEAT hered FI re,-+--+-+-+-+-,-+--+-+-+-+-,1.0,1,8
in iambic pentameter,with rhythmic variation,alpaca,write a line in iambic pentameter including the word alpaca with rhythmic variation,"Upon the hill, an alpaca softly grazed.","Upon the hill, an alpaca softly grazed.",u PON the HILL AN al PA ca SOF tly GRAZED,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,alpaca,write a line in iambic pentameter including the word alpaca with rhythmic variation,"Upon the hill, an alpaca softly grazed.","Upon the hill, an alpaca softly grazed.",u PON the HILL AN al PA ca SOF tly GRAZED,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,hyena,write a line in iambic pentameter including the word hyena with rhythmic variation,The laughing hyena's shadow darkly fell.,The laughing hyena's shadow darkly fell.,the LAUG hing.hye NA 's SHA dow DAR kly FELL,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,hyena,write a line in iambic pentameter including the word hyena with rhythmic variation,The laughing hyena's shadow darkly fell.,The laughing hyena's shadow darkly fell.,the LAUG hing.hye NA 's SHA dow DAR kly FELL,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
in iambic pentameter,with rhythmic variation,chinchilla,write a line in iambic pentameter including the word chinchilla with rhythmic variation,"A tiny chinchilla, soft and silver-grey.","A tiny chinchilla, soft and silver-grey.",a TI ny.chinc HIL la SOFT and SIL ver GREY,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,with rhythmic variation,chinchilla,write a line in iambic pentameter including the word chinchilla with rhythmic variation,"A tiny chinchilla, soft and silver-grey.","A tiny chinchilla, soft and silver-grey.",a TI ny.chinc HIL la SOFT and SIL ver GREY,-+--+-+-+-+,-+--+-+-+-+,1.0,1,4
in iambic pentameter,with rhythmic variation,coyote,write a line in iambic pentameter including the word coyote with rhythmic variation,A lone coyote howls beneath the moon.,A lone coyote howls beneath the moon.,a LONE coy O te HOWLS be NEATH the MOON,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,coyote,write a line in iambic pentameter including the word coyote with rhythmic variation,A lone coyote howls beneath the moon.,A lone coyote howls beneath the moon.,a LONE coy O te HOWLS be NEATH the MOON,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,gorilla,write a line in iambic pentameter including the word gorilla with rhythmic variation,"A mighty gorilla, grief-stricken and low,","A mighty gorilla, grief-stricken and low,",a MIGH ty.go RIL la grief STRIC ken.and LOW,-+--+--+--+,-+--+-++--+,3.0,3,8
in iambic pentameter,with rhythmic variation,gorilla,write a line in iambic pentameter including the word gorilla with rhythmic variation,"A mighty gorilla, grief-stricken and low,","A mighty gorilla, grief-stricken and low,",a MIGH ty.go RIL la grief STRIC ken.and LOW,-+--+--+--+,-+--+-++--+,3.0,3,8
in iambic pentameter,with rhythmic variation,kangaroo,write a line in iambic pentameter including the word kangaroo with rhythmic variation,"A bounding kangaroo, across the plains it flew.","A bounding kangaroo, across the plains it flew.",a BOUN ding KAN ga ROO a CROSS the PLAINS it FLEW,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,kangaroo,write a line in iambic pentameter including the word kangaroo with rhythmic variation,"A bounding kangaroo, across the plains it flew.","A bounding kangaroo, across the plains it flew.",a BOUN ding KAN ga ROO a CROSS the PLAINS it FLEW,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,platypus,write a line in iambic pentameter including the word platypus with rhythmic variation,"A strange platypus, paddling, softly glides.","A strange platypus, paddling, softly glides.",a STRANGE.PLA ty PUS PAD dling SOF tly GLIDES,-++-++-+-+,-++-++-+-+,1.0,1,3
in iambic pentameter,with rhythmic variation,platypus,write a line in iambic pentameter including the word platypus with rhythmic variation,"A strange platypus, paddling, softly glides.","A strange platypus, paddling, softly glides.",a STRANGE.PLA ty PUS PAD dling SOF tly GLIDES,-++-++-+-+,-++-++-+-+,1.0,1,3
in iambic pentameter,with rhythmic variation,porcupine,write a line in iambic pentameter including the word porcupine with rhythmic variation,"A prickly porcupine, a sudden fright.","A prickly porcupine, a sudden fright.",a PRIC kly POR cu PINE a SUD den FRIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,porcupine,write a line in iambic pentameter including the word porcupine with rhythmic variation,"A prickly porcupine, a sudden fright.","A prickly porcupine, a sudden fright.",a PRIC kly POR cu PINE a SUD den FRIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,with rhythmic variation,pangolin,write a line in iambic pentameter including the word pangolin with rhythmic variation,"A shy pangolin, scales gleam in fading light.","A shy pangolin, scales gleam in fading light.",a SHY.PAN go LIN scales GLEAM in FA ding LIGHT,-++-+-+-+-+,-++-+++-+-+,2.0,2,4
in iambic pentameter,with rhythmic variation,pangolin,write a line in iambic pentameter including the word pangolin with rhythmic variation,"A shy pangolin, scales gleam in fading light.","A shy pangolin, scales gleam in fading light.",a SHY.PAN go LIN scales GLEAM in FA ding LIGHT,-++-+-+-+-+,-++-+++-+-+,2.0,2,4
in iambic pentameter,with rhythmic variation,ocelot,write a line in iambic pentameter including the word ocelot with rhythmic variation,"A sleek ocelot, in shadows, softly treads.","A sleek ocelot, in shadows, softly treads.",a SLEEK.O ce LOT in SHA.DOWS SOF tly TREADS,-++-+-+++-+,-++-+-+++-+,1.0,1,3
in iambic pentameter,with rhythmic variation,ocelot,write a line in iambic pentameter including the word ocelot with rhythmic variation,"A sleek ocelot, in shadows, softly treads.","A sleek ocelot, in shadows, softly treads.",a SLEEK.O ce LOT in SHA.DOWS SOF tly TREADS,-++-+-+++-+,-++-+-+++-+,1.0,1,3
in iambic pentameter,with rhythmic variation,lemur,write a line in iambic pentameter including the word lemur with rhythmic variation,"A gentle lemur,  high in branches, sleeps.","A gentle lemur,  high in branches, sleeps.",a GEN tle LE mur HIGH in BRANC hes,-+-+-+-+-,-+-+-+-+-,0.0,0,1
in iambic pentameter,with rhythmic variation,lemur,write a line in iambic pentameter including the word lemur with rhythmic variation,"A gentle lemur,  high in branches, sleeps.","A gentle lemur,  high in branches, sleeps.",a GEN tle LE mur HIGH in BRANC hes,-+-+-+-+-,-+-+-+-+-,0.0,0,1
in iambic pentameter,with rhythmic variation,lemming,write a line in iambic pentameter including the word lemming with rhythmic variation,"A frantic lemming, blindly to its doom, did run.","A frantic lemming, blindly to its doom, did run.",a FRAN tic LEM ming BLIN dly TO its DOOM did RUN,-+-+-+-+-+-+,-+-+-+---+-+,1.0,1,1
in iambic pentameter,with rhythmic variation,lemming,write a line in iambic pentameter including the word lemming with rhythmic variation,"A frantic lemming, blindly to its doom, did run.","A frantic lemming, blindly to its doom, did run.",a FRAN tic LEM ming BLIN dly TO its DOOM did RUN,-+-+-+-+-+-+,-+-+-+---+-+,1.0,1,1
